"user_id|account_id|amount|desc|date|type|misc"
1000616411022452|3214|-2870.58|-5427.79|9963.72
1000616411022280|1627|1776.18|-3014.52|292189.17
1000616411022284|1277|-26247.73|-54104.37|44020.8
1000616411022260|6788|160929.08|-17742.78|257813.12
1000616411022355|1203|-33700.74|-37242.92|16349.32
1000616411022262|1528|-56110.9|-74841.97|146608.58
1000616411022173|1276|152441.77|-31418.86|154941.96
1000616411022413|3882|-57700.02|-61882.6|62967.32
1000616411022265|4074|-6835.51|-7519.18|14814.42
1000616411022125|5927|-5919.27|-9694.68|8296.26
1000616411022267|4542|-6587.99|-57801.1|914168.83
1000616411022224|1216|21475.02|-2623.89|51974.64
1000616411022370|7477|6879.88|-1031.48|39563.6
1000616411022436|3464|-324162.79|-499699.58|798426.31
1000616411022105|1413|-11675.38|-13574.55|2069.61
1000616411022377|1957|626.13|-3153.51|25290.46
1000616411022222|3552|61438.33|-22058.48|76918.43
1000616411022432|11422|-91427.6|-103873.88|3411.94
1000616411022390|5976|-774.68|-6904.2|98060.09
1000616411022518|1678|1577.54|-10166.77|24736.41
1000616411022630|678|-1180.12|-10945.25|18255.58
1000616411022228|7687|69486.95|-3970.56|402188.81
1000616411022631|5441|-14424.9|-18316.19|28897.52
1000616411022204|4470|11550.03|-7624.17|22710.44
1000616411022142|4959|-22462.73|-26661.9|18251.53
1000616411022485|3787|-18065.2|-68893.91|27369.56
1000616411022419|7314|-9565.5|-12736.54|52817.15
1000616411022640|577|-817.22|-8174.49|32291.52
1000616411022641|172|-10344.81|-35299.9|37665.11
1000616411022488|3775|475.6|-3729.62|4746.25
1000616411022489|8643|-7879.07|-9002.18|9789.62
1000616411022583|1545|-4219.9|-5859.08|5157.46
1000616411022471|1246|92199.84|-9356.58|94693.82
1000616411022213|2151|-7071.71|-8732.76|20462.31
1000616411022086|5468|43433.89|-44.75|140946.22
1000616411022117|1143|27827.39|-30115.93|417700.04
1000616411022088|3929|-13757.16|-32483.38|12042.57
1000616411022185|5451|-40119.03|-56477.76|63441.39
1000616411022114|2719|315.03|-1646.75|14014.09
1000616411022294|1763|91873.07|-83062.59|170960.26
1000616411022301|5534|-49716.87|-148342.26|790475.79
1000616411022308|906|-64515.99|-66231.43|40913.49
1000616411022290|1314|2584.1|-10269.15|24587.52
1000616411022292|6676|-6857.35|-20603.58|9172.36
1000616411022277|2743|52634.38|-16106.24|95166.23
1000616411022475|4508|30485.59|-9826.63|36075.42
1000616411022345|2708|35682.57|-464.01|38611.73
1000616411022344|6275|-11696.75|-11696.75|29820.46
1000616411022299|300|17494.28|-3695.93|61354.45
1000616411022401|4825|147.62|-8159.88|23237.34
1000616411022136|2240|-6748.6|-8200.96|6494.35
1000616411022531|5977|1761.29|-12294.94|31134.5
1000616411022251|3897|331.65|-6372.02|25129.44
1000616411022367|6152|240.42|-1793.05|17224.94
1000616411022366|8372|-6404.33|-13253.13|276493.23
1000616411022233|1739|7206.59|-14670.88|56656.06
1000616411022558|2277|-8427.67|-11441.26|4059.25
1000616411022362|4218|-3342.94|-24499.54|15200.25
1000616411022258|173|-4432.47|-4432.55|6194.31
1000616411022604|3117|-10630.35|-14447.2|7980.77
1000616411022410|2707|133286.99|-11952.34|139412.81
1000616411022385|3586|-4134.38|-37768.87|6791.26
1000616411022627|1467|66590.58|-255599.98|4853195.98
1000616411022505|9776|61048.86|-61985.42|315046.97
1000616411022495|10786|-18931.95|-24179.56|21808.21
1000616411022532|7323|11608.83|-3594.36|33970.47
1000616411022493|8821|16212.46|-89875.72|989681.09
1000616411022492|1155|-115763.31|-113425.0|156063.72
1000616411022619|1746|-88402.1|-189673.05|98001.14
1000616411022473|5894|-6899.23|-33848.51|377738.1
1000616411022651|1784|-23659.29|-32721.06|7042.59
1000616411022510|3677|-3418.83|-9297.26|1782.8
1000616411022498|727|-16122.28|-16086.35|49844.68
1000616411022415|2144|-19020.37|-23326.89|135715.25
1000616411022421|5619|-7731.09|-8861.34|34380.79
1000616411022096|1346|-149159.1|-693867.2|56023.17
1000616411022095|3262|-266052.05|-313182.59|333249.18
1000616411022098|4237|5125.61|-8680.35|12283.36
1000616411022517|3581|-256531.34|-318047.08|258059.94
